Address,Port,Address Type,Latency (ms),Latest fetch,Online since
108.173.132.151,8333,IPv4,146.58064516129033,1671495300,1668816000
108.174.63.234,8333,IPv4,127.98863636363636,1671503400,1656115200
108.18.249.21,8333,IPv4,100.75,1671571800,1671148800
108.180.108.35,8333,IPv4,155.125,1626821100,1625011200
108.180.156.185,8333,IPv4,171.9375,1671504300,1667692800
108.180.163.194,8333,IPv4,161.95833333333334,1671495300,1669420800
108.184.1.69,8333,IPv4,180.5,1671571800,1669161600
108.185.142.237,8333,IPv4,541.7368421052631,1626846300,1624579200
108.198.104.10,8333,IPv4,174.18627450980392,1626845400,1617408000
108.198.146.105,8333,IPv4,162.38805970149255,1626846300,1620604800
108.198.146.109,8333,IPv4,1309.3296703296703,1671496200,1659744000
108.20.175.197,8333,IPv4,112.74712643678161,1626909300,1610841600
108.20.186.210,8333,IPv4,116.47368421052632,1626821100,1621382400
108.200.255.200,8333,IPv4,136.5,1626845400,1626134400
108.201.79.41,8333,IPv4,133.65289256198346,1671496200,1639958400
108.202.87.39,8333,IPv4,154.79746835443038,1626846300,1619136000
108.206.101.149,8333,IPv4,239.54736842105262,1626909300,1617753600
108.215.18.241,8333,IPv4,163.0,1626846300,1626480000
108.216.155.105,8513,IPv4,177.3846153846154,1626909300,1625616000
108.221.203.186,8333,IPv4,141.0,1671496200,1670889600
108.224.187.194,8333,IPv4,123.0,1671571800,1671408000
108.228.10.182,8333,IPv4,159.7840909090909,1626845400,1618704000
108.233.176.28,8333,IPv4,133.67226890756302,1671571800,1661126400
108.234.193.108,8333,IPv4,131.96153846153845,1626845400,1623888000
108.238.23.61,8333,IPv4,192.80733944954127,1626909300,1615593600
108.238.246.242,8333,IPv4,136.72832369942196,1671505200,1656288000
108.248.87.92,8333,IPv4,139.0,1671572700,1670716800
108.26.125.214,8333,IPv4,109.22413793103448,1671503400,1661299200
108.26.212.231,8333,IPv4,108.21428571428571,1671503400,1670284800
108.26.60.38,8333,IPv4,238.24025974025975,1626845400,1612137600
108.27.72.140,8333,IPv4,108.21830985915493,1626845400,1613779200
108.4.212.136,8333,IPv4,125.77777777777777,1671496200,1663459200
108.4.212.83,8333,IPv4,103.43333333333334,1626845400,1621296000
108.4.213.39,8333,IPv4,107.0,1626909300,1618185600
108.41.124.29,8333,IPv4,104.25,1626820200,1625702400
108.45.74.141,8333,IPv4,101.10169491525424,1626846300,1620777600
108.46.164.194,8333,IPv4,109.43076923076923,1671504300,1664582400
108.48.157.96,8333,IPv4,99.65625,1671571800,1668729600
108.48.179.58,8333,IPv4,102.0,1671496200,1671321600
108.48.41.161,8333,IPv4,99.98989898989899,1626846300,1617926400
108.49.16.146,8333,IPv4,111.91452991452991,1671504300,1661299200
108.49.62.91,8333,IPv4,109.25,1671503400,1671148800
108.5.227.65,8333,IPv4,108.17142857142858,1626820200,1623024000
108.5.92.93,8333,IPv4,104.15384615384616,1671572700,1665273600
108.51.103.79,8333,IPv4,99.99319727891157,1626909300,1613174400
108.51.153.90,8333,IPv4,101.5,1626846300,1626652800
108.51.157.52,8333,IPv4,103.76086956521739,1671495300,1667520000
108.51.190.248,8333,IPv4,111.90697674418605,1671571800,1665446400
108.54.152.215,8333,IPv4,100.66666666666667,1671504300,1670976000
108.56.134.33,8333,IPv4,169.01020408163265,1626909300,1617667200
108.61.162.115,8333,IPv4,224.728624535316,1626821100,1601769600
108.61.170.136,8333,IPv4,5.103825136612022,1671505200,1639958400
108.61.205.175,8333,IPv4,124.49809885931559,1671496200,1648771200
108.61.215.110,8333,IPv4,109.85344827586206,1671496200,1661472000
108.66.220.133,8333,IPv4,167.86008230452674,1671505200,1650153600
108.7.47.223,8333,IPv4,109.9342105263158,1626846300,1619136000
108.70.35.235,8333,IPv4,124.4,1626908400,1626393600
108.75.149.8,8333,IPv4,144.73333333333332,1671495300,1670198400
108.77.16.223,8333,IPv4,171.3030303030303,1671495300,1661126400
108.82.206.176,8333,IPv4,112.66666666666667,1671571800,1671235200
108.85.174.65,8333,IPv4,167.5,1626846300,1625788800
109.101.234.205,8333,IPv4,48.89473684210526,1671572700,1668211200
109.105.40.247,8333,IPv4,19.333333333333332,1671496200,1671235200
109.107.185.130,8333,IPv4,44.81781376518219,1671504300,1650067200
109.110.239.4,8333,IPv4,2765.723404255319,1671571800,1667347200
109.111.79.171,8333,IPv4,50.224137931034484,1671504300,1666483200
109.123.213.130,8333,IPv4,15.849056603773585,1626822000,1621641600
109.123.240.53,8333,IPv4,18.928571428571427,1671495300,1669939200
109.123.241.141,8333,IPv4,34.888888888888886,1671495300,1669939200
109.123.250.74,8333,IPv4,15.944444444444445,1671504300,1669939200
109.125.64.202,8333,IPv4,18.545454545454547,1626909300,1625616000
109.13.8.60,8333,IPv4,32.833333333333336,1626846300,1626134400
109.131.225.196,8333,IPv4,47.0,1671503400,1669420800
109.134.163.230,8333,IPv4,415.6,1626909300,1625788800
109.134.232.81,8333,IPv4,21.82,1626821100,1595548800
109.156.60.135,8333,IPv4,22.0,1671495300,1671408000
109.158.6.47,8333,IPv4,43.15384615384615,1626846300,1625270400
109.159.64.177,8333,IPv4,21.333333333333332,1671571800,1671235200
109.164.231.226,8333,IPv4,19.482758620689655,1671496200,1662768000
109.164.231.240,8333,IPv4,19.82278481012658,1671504300,1662768000
109.168.144.98,8333,IPv4,67.81410256410257,1671495300,1657756800
109.173.205.40,8333,IPv4,29.381877022653722,1671571800,1639958400
109.173.22.246,8333,IPv4,3158.690476190476,1671505200,1666742400
109.173.41.43,8333,IPv4,40.785714285714285,1671496200,1667779200
109.173.41.95,8333,IPv4,244.25384615384615,1626908400,1614470400
109.183.251.77,8333,IPv4,30.0,1626909300,1626739200
109.187.229.112,8333,IPv4,96.0,1626845400,1626652800
109.190.247.5,8333,IPv4,32.36666666666667,1671496200,1655856000
109.190.25.156,8333,IPv4,169.0,1626908400,1624147200
109.192.157.169,8333,IPv4,21.98,1626845400,1622073600
109.192.75.21,8333,IPv4,29.31360946745562,1626846300,1611273600
109.193.76.200,8333,IPv4,262.4149659863946,1671496200,1657065600
109.194.27.222,8333,IPv4,106.55102040816327,1626846300,1617408000
109.195.103.190,8333,IPv4,61.73684210526316,1626846300,1623110400
109.199.241.148,8333,IPv4,36.0547263681592,1626821100,1608595200
109.201.140.50,8333,IPv4,25.971181556195965,1626909300,1595289600
109.201.140.9,8333,IPv4,12.762857142857143,1626821100,1595203200
109.201.142.116,8333,IPv4,13.839080459770114,1626909300,1595289600
109.201.142.117,8333,IPv4,13.808571428571428,1626845400,1595289600
109.201.203.242,8333,IPv4,65.71428571428571,1671495300,1670284800
109.202.206.15,8333,IPv4,10.88888888888889,1671496200,1666828800
109.205.177.206,8333,IPv4,13.71219512195122,1671571800,1653782400
109.205.183.163,8333,IPv4,14.011494252873563,1671505200,1663977600
109.206.168.240,8333,IPv4,11.559228650137742,1671496200,1639958400
109.207.79.248,8333,IPv4,68.12328767123287,1671496200,1639958400
109.21.2.47,8333,IPv4,73.0,1626909300,1625011200
109.215.54.189,8333,IPv4,56.142857142857146,1671572700,1670889600
109.221.229.197,8333,IPv4,20.833333333333332,1671572700,1670976000
109.228.190.161,8333,IPv4,28.721804511278197,1626820200,1614556800
109.235.69.120,8333,IPv4,28.419475655430713,1626909300,1602374400
109.236.80.19,8333,IPv4,14.8,1626846300,1622419200
109.236.81.124,8333,IPv4,15.357954545454545,1626909300,1595289600
109.236.81.138,58333,IPv4,14.816091954022989,1626909300,1595289600
109.236.82.118,8333,IPv4,15.940298507462687,1626846300,1614729600
109.236.82.125,8333,IPv4,29.15730337078652,1626822000,1595203200
109.236.84.134,8333,IPv4,15.622448979591837,1626821100,1617926400
109.236.86.82,8333,IPv4,20.0,1626821100,1626220800
109.236.88.245,8333,IPv4,15.583892617449665,1626909300,1613260800
109.236.90.117,8333,IPv4,16.70054945054945,1671495300,1639958400
109.236.90.31,8333,IPv4,15.891891891891891,1671504300,1668211200
109.236.91.15,8333,IPv4,15.208571428571428,1626845400,1595289600
109.236.91.38,8333,IPv4,17.083333333333332,1626845400,1621209600
109.236.91.38,8335,IPv4,17.771428571428572,1626846300,1623196800
109.236.94.75,8333,IPv4,17.56291390728477,1671504300,1645056000
109.238.11.109,8333,IPv4,17.76923076923077,1626909300,1624060800
109.238.11.76,8333,IPv4,18.571428571428573,1671505200,1669593600
109.238.11.95,8333,IPv4,19.969026548672566,1626846300,1606521600
109.238.46.186,8333,IPv4,23.25,1626821100,1626307200
109.247.106.144,8333,IPv4,31.45,1626908400,1624579200
109.248.206.13,8333,IPv4,91.90437158469945,1671496200,1639958400
109.250.23.235,8333,IPv4,17.0,1671504300,1671321600
109.250.58.112,8333,IPv4,16.0,1671496200,1671235200
109.255.106.206,8333,IPv4,145.69827586206895,1671496200,1639958400
109.255.6.79,8333,IPv4,53.25,1626822000,1626393600
109.64.16.165,8433,IPv4,74.5,1626846300,1626652800
109.68.215.199,8333,IPv4,40.11764705882353,1671571800,1670025600
109.72.83.127,8333,IPv4,11.52818991097923,1626822000,1596672000
109.74.194.112,8333,IPv4,21.008196721311474,1671504300,1639958400
109.74.252.172,8333,IPv4,25.75,1626822000,1625875200
109.74.252.173,8333,IPv4,26.6,1626821100,1626134400
109.75.178.101,8333,IPv4,34.5,1626820200,1626480000
109.87.11.192,8333,IPv4,46.77391304347826,1626820200,1602460800
109.87.166.145,8333,IPv4,51.58139534883721,1626846300,1622592000
109.9.175.65,8333,IPv4,38.94857142857143,1626846300,1610582400
109.99.63.159,8333,IPv4,39.641618497109825,1626909300,1595289600
110.10.189.243,8333,IPv4,254.77777777777777,1626909300,1625702400
110.133.116.125,8333,IPv4,266.2,1671571800,1670889600
110.140.130.78,8333,IPv4,325.0,1626821100,1626393600
110.141.252.80,8333,IPv4,292.25,1626846300,1625875200
110.173.58.162,8333,IPv4,207.95212765957447,1626845400,1610064000
110.32.136.131,8333,IPv4,329.375,1626820200,1625702400
110.7.15.33,8333,IPv4,242.0,1626908400,1626739200
111.108.18.89,8333,IPv4,271.3762376237624,1626820200,1608336000
111.205.235.21,8333,IPv4,233.46753246753246,1626821100,1619568000
111.220.179.185,8333,IPv4,323.4,1626821100,1624924800
111.220.33.243,8333,IPv4,254.7394366197183,1671503400,1658361600
111.220.45.48,8333,IPv4,278.24,1671571800,1648080000
111.220.71.156,8333,IPv4,341.021582733813,1626908400,1613520000
111.223.41.3,8333,IPv4,196.33461538461538,1671571800,1649030400
111.68.15.226,8333,IPv4,205.73446327683615,1626845400,1595289600
111.90.140.132,8333,IPv4,160.56,1671496200,1669075200
111.90.140.23,8333,IPv4,166.43956043956044,1671504300,1655596800
111.90.140.46,8333,IPv4,185.0,1626846300,1621641600
111.90.141.75,8333,IPv4,160.3448275862069,1671496200,1668988800
111.90.145.106,8333,IPv4,901.3484419263456,1626909300,1595289600
111.90.145.37,8333,IPv4,167.30107526881721,1671504300,1662508800
111.90.158.46,8333,IPv4,162.31034482758622,1671572700,1668470400
111.90.159.246,8333,IPv4,165.87058823529412,1671572700,1656806400
111.90.159.92,8333,IPv4,184.0,1626821100,1622160000
112.118.78.14,8333,IPv4,182.73584905660377,1671504300,1666828800
112.124.8.214,8333,IPv4,1837.864406779661,1626909300,1621296000
112.19.172.217,8333,IPv4,236.2736842105263,1671496200,1662163200
112.213.179.18,8333,IPv4,383.85714285714283,1626846300,1626134400
112.5.37.186,8333,IPv4,248.75,1626846300,1626480000
112.65.166.69,8333,IPv4,222.19834710743802,1671496200,1660867200
112.78.3.184,8333,IPv4,183.29508196721312,1671496200,1639958400
113.107.201.131,8333,IPv4,579.4025974025974,1626821100,1612396800
